Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
RNF168_multinomial_train_fold1.12	999.9999999999995	0.914	418.164	41.816%	59.14	40.654%	0.15856	0.823
RNF168_multinomial_train_fold1.13	999.9999999999995	0.904	464.309	46.431%	61.866	43.914%	0.19888	0.799
EXO1_multinomial_train_fold1.13	999.9999999999955	0.936	348.513	34.851%	45.583	36.216%	0.114	0.824
EXO1_multinomial_train_fold1.14	999.9999999999948	0.936	368.787	36.879%	47.008	36.531%	0.12121	0.835
EXO1_multinomial_train_fold1.15	999.9999999999957	0.922	392.775	39.278%	51.491	40.107%	0.12706	0.799
EXO1_multinomial_train_fold1.16	999.9999999999949	0.944	309.411	30.941%	41.516	32.988%	0.08152	0.83
RNF168_multinomial_train_fold1.14	999.9999999999995	0.932	401.494	40.149%	51.371	36.241%	0.15846	0.853
RNF168_multinomial_train_fold1.15	999.9999999999995	0.929	406.258	40.626%	54.3	36.964%	0.16423	0.858
RNF168_multinomial_train_fold1.16	999.9999999999997	0.907	449.592	44.959%	58.649	42.408%	0.18554	0.787
RNF168_multinomial_train_fold1.17	999.9999999999995	0.906	469.599	46.96%	60.995	42.747%	0.19528	0.799
RNF168_multinomial_train_fold1.18	999.9999999999995	0.917	420.288	42.029%	56.894	40.24%	0.17866	0.821
EXO1_multinomial_train_fold1.17	999.9999999999948	0.92	402.052	40.205%	51.884	41.522%	0.14023	0.791
EXO1_multinomial_train_fold1.18	999.9999999999949	0.933	358.604	35.86%	46.834	37.148%	0.11775	0.813
RNF168_multinomial_train_fold1.19	999.9999999999995	0.923	403.917	40.392%	54.082	38.51%	0.15544	0.83
EXO1_multinomial_train_fold1.19	999.9999999999952	0.945	316.877	31.688%	42.058	33.051%	0.08201	0.846
EXO1_multinomial_train_fold1.20	999.9999999999955	0.925	368.521	36.852%	49.194	39.228%	0.13285	0.789
EXO1_multinomial_train_fold1.21	999.9999999999953	0.922	365.726	36.573%	51.127	39.86%	0.11954	0.794
